Model ready
254 meta 1.8375402688980103
255 meta 2.0398244857788086
256 meta 1.859764575958252
257 meta 1.9989162683486938
258 meta 1.7540485858917236
259 meta 1.7268964052200317
260 meta 1.9643737077713013
261 meta 1.7942705154418945
262 meta 1.8548784255981445
263 meta 1.9373204708099365
264 meta 2.1037375926971436
265 meta 1.9792306423187256
266 meta 1.9929877519607544
267 meta 1.7161669731140137
268 meta 1.8993569612503052
269 meta 1.796179175376892
270 meta 1.905517339706421
271 meta 1.9051457643508911
272 meta 2.0244386196136475
273 meta 1.877591848373413
274 meta 2.1929688453674316
275 meta 1.8416187763214111
276 meta 1.920003056526184
277 meta 1.826247215270996
278 meta 2.149974822998047
279 meta 1.633160948753357
280 meta 1.7305442094802856
281 meta 1.6424574851989746
282 meta 1.6657570600509644
283 meta 1.8846044540405273
284 meta 1.7987849712371826
285 meta 1.8982850313186646
286 meta 1.5682569742202759
287 meta 1.6984602212905884
288 meta 1.5840048789978027
289 meta 1.703075647354126
290 meta 1.8744401931762695
291 meta 1.6757889986038208
292 meta 2.0154008865356445
293 meta 1.8220593929290771
294 meta 1.9993735551834106
295 meta 1.943938970565796
296 meta 1.9616456031799316
297 meta 1.8161065578460693
298 meta 1.736697793006897
299 meta 1.7201112508773804
300 meta 1.7776447534561157
301 meta 1.7259737253189087
302 meta 1.8992961645126343
303 meta 1.9506545066833496
304 meta 1.8804430961608887
305 meta 1.6510063409805298
306 meta 1.784841775894165
307 meta 1.7450475692749023
308 meta 1.8700166940689087
309 meta 1.8153822422027588
310 meta 1.9605404138565063
311 meta 1.7942912578582764
312 meta 1.9195075035095215
313 meta 1.746292233467102
314 meta 1.9997169971466064
315 meta 1.7739546298980713
316 meta 2.05941104888916
317 meta 2.0124998092651367
318 meta 1.729334831237793
319 meta 1.9712375402450562
320 meta 1.8443118333816528
321 meta 1.9242372512817383
322 meta 1.867638349533081
323 meta 2.024075746536255
324 meta 1.704849123954773
325 meta 1.9307057857513428
326 meta 1.7609049081802368
327 meta 1.7266508340835571
328 meta 2.0469207763671875
329 meta 1.8779854774475098
330 meta 1.9489331245422363
331 meta 1.9325387477874756
332 meta 1.83512282371521
333 meta 1.7911005020141602
334 meta 1.8597708940505981
335 meta 1.8971468210220337
336 meta 1.8707793951034546
337 meta 2.039458751678467
338 meta 1.7740386724472046
339 meta 1.9397681951522827
340 meta 1.835120677947998
341 meta 1.8763395547866821
342 meta 2.184659004211426
343 meta 1.825396180152893
344 meta 1.9904823303222656
345 meta 1.9382003545761108
346 meta 1.884583830833435
347 meta 2.0234479904174805
348 meta 1.731888771057129
349 meta 1.6721824407577515
350 meta 1.876598834991455
351 meta 1.834806203842163
352 meta 1.849037766456604
353 meta 1.8044697046279907
354 meta 1.765465497970581
355 meta 1.7873671054840088
356 meta 2.027714729309082
357 meta 2.1356990337371826
358 meta 1.875142216682434
359 meta 1.8806350231170654
360 meta 1.8071495294570923
361 meta 1.8616963624954224
362 meta 1.8537582159042358
363 meta 1.9424819946289062
364 meta 1.758880615234375
365 meta 1.8740508556365967
366 meta 1.7327550649642944
367 meta 1.8468043804168701
368 meta 1.713781714439392
369 meta 1.896397590637207
370 meta 1.7461004257202148
371 meta 1.8477983474731445
372 meta 1.9556095600128174
373 meta 1.9016801118850708
374 meta 1.7750282287597656
375 meta 1.722036361694336
376 meta 1.7079359292984009
377 meta 1.7552310228347778
378 meta 1.754847526550293
379 meta 1.8740884065628052
380 meta 1.7560172080993652
381 meta 1.8027241230010986
382 meta 1.6457011699676514
383 meta 1.7192203998565674
384 meta 1.9757462739944458
385 meta 1.7143454551696777
386 meta 1.7931329011917114
387 meta 2.0660979747772217
388 meta 1.8658114671707153
389 meta 1.7572691440582275
390 meta 1.6401175260543823
391 meta 1.7570096254348755
392 meta 1.5883710384368896
393 meta 1.7840067148208618
394 meta 1.7401968240737915
395 meta 1.735856294631958
396 meta 1.6967781782150269
397 meta 1.6650441884994507
398 meta 1.7498130798339844
399 meta 1.712739109992981
400 meta 1.9059560298919678
401 meta 1.8351995944976807
402 meta 1.8609286546707153
403 meta 1.8390164375305176
404 meta 1.7017840147018433
405 meta 1.5839940309524536
406 meta 1.7477974891662598
407 meta 1.5413200855255127
408 meta 1.8927112817764282
409 meta 1.839888572692871
410 meta 1.5568403005599976
411 meta 1.8273732662200928
412 meta 1.619828701019287
413 meta 1.7049826383590698
414 meta 1.79132878780365
415 meta 1.9527753591537476
416 meta 1.496719241142273
417 meta 1.5030866861343384
418 meta 2.1062066555023193
419 meta 1.863763451576233
420 meta 1.7311811447143555
421 meta 1.7094264030456543
422 meta 1.8652596473693848
423 meta 2.2547976970672607
424 meta 1.7755126953125
425 meta 2.046536922454834
426 meta 1.7585786581039429
427 meta 1.6813472509384155
428 meta 1.8868682384490967
429 meta 1.6585546731948853
430 meta 1.7427514791488647
431 meta 1.801186203956604
432 meta 2.1446328163146973
433 meta 1.8570334911346436
434 meta 1.6514465808868408
435 meta 1.6829198598861694
436 meta 2.0692381858825684
437 meta 2.2009902000427246
438 meta 1.8901698589324951
439 meta 1.9012264013290405
440 meta 1.932506799697876
441 meta 1.8879190683364868
442 meta 2.162436008453369
443 meta 1.8493068218231201
444 meta 1.612471342086792
445 meta 2.0746777057647705
446 meta 1.8677480220794678
447 meta 1.931706190109253
448 meta 1.7826035022735596
449 meta 1.865963339805603
450 meta 1.705396056175232
451 meta 1.6203124523162842
452 meta 2.0896248817443848
453 meta 1.9188017845153809
454 meta 1.9106160402297974
455 meta 1.7252271175384521
456 meta 1.632046103477478
457 meta 1.6725789308547974
458 meta 1.734661340713501
459 meta 1.86837637424469
460 meta 1.9721033573150635
461 meta 1.7304174900054932
462 meta 1.6570571660995483
463 meta 1.7608741521835327
464 meta 1.9467556476593018
465 meta 1.8334202766418457
466 meta 1.8101491928100586
467 meta 1.5585856437683105
468 meta 1.6419018507003784
469 meta 1.6283326148986816
470 meta 1.545134425163269
471 meta 1.7176563739776611
472 meta 1.8126822710037231
473 meta 1.6713742017745972
474 meta 1.6028999090194702
475 meta 1.6882983446121216
476 meta 1.7544633150100708
477 meta 2.0994200706481934
478 meta 2.021944046020508
479 meta 2.0552287101745605
480 meta 1.619428038597107
481 meta 1.7133933305740356
482 meta 1.7236348390579224
483 meta 1.736254096031189
484 meta 1.6429227590560913
485 meta 2.010823965072632
486 meta 1.9472019672393799
487 meta 1.8566184043884277
488 meta 1.888444423675537
489 meta 1.8356337547302246
490 meta 1.920135498046875
491 meta 1.8084665536880493
492 meta 1.9573043584823608
493 meta 1.8145252466201782
494 meta 1.669023036956787
495 meta 1.8637111186981201
496 meta 1.7556524276733398
497 meta 1.7647180557250977
498 meta 1.5422098636627197
499 meta 1.7918097972869873
